観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),23日の最高気温(℃),23日の最高気温の品質情報,23日の最高気温起時（時）,23日の最高気温起時（分）,23日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（22日まで）,今年の最高気温（22日まで）の品質情報,今年の最高気温（22日まで）を観測した起日（年）,今年の最高気温（22日まで）を観測した起日（月）,今年の最高気温（22日まで）を観測した起日（日）,22日までの観測史上1位の値（℃）,22日までの観測史上1位の値の品質情報,22日までの観測史上1位の値を観測した起日（年）,22日までの観測史上1位の値を観測した起日（月）,22日までの観測史上1位の値を観測した起日（日）,22日までの1月の1位の値,22日までの1月の1位の値の品質情報,22日までの1月の1位の値の起日（年）,22日までの1月の1位の値の起日（月）,22日までの1月の1位の値の起日（日）,統計開始年
69021,鳥取県,塩津（シオツ）,,2025,01,23,11,00,11.9,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,37.5,8,2022,08,01,20.6,8,2020,01,08,1977
69041,鳥取県,青谷（アオヤ）,,2025,01,23,11,00,12.4,4,10,52,4,,,,,,,0,14.7,4,2025,01,19,38.5,8,2022,08,01,20.1,8,2002,01,15,1978
69052,鳥取県,湖山（コヤマ）,,2025,01,23,11,00,11.8,4,10,59,4,,,,,,,0,14.5,4,2025,01,19,39.2,8,2018,08,23,18.1,8,2010,01,20,2003
69061,鳥取県,岩井（イワイ）,,2025,01,23,11,00,11.9,4,11,00,4,,,,,,,0,14.1,4,2025,01,19,37.6,8,2018,08,22,19.5,8,2020,01,08,1978
69076,鳥取県,米子（ヨナゴ）,47744,2025,01,23,11,00,10.2,4,11,00,4,,,,,,,0,14.9,4,2025,01,19,38.9,8,2022,08,01,20.0,8,2002,01,15,1939
69101,鳥取県,倉吉（クラヨシ）,,2025,01,23,11,00,12.0,4,10,56,4,,,,,,,0,14.5,4,2025,01,19,37.9,8,2023,08,02,18.4,8,2002,01,15,1978
69122,鳥取県,鳥取（トットリ）,47746,2025,01,23,11,00,11.5,4,10,58,4,,,,,,,0,15.0,4,2025,01,19,39.4,8,2024,08,22,20.4,8,1964,01,13,1943
69246,鳥取県,智頭（チズ）,,2025,01,23,11,00,9.2,4,10,57,4,,,,,,,0,13.3,4,2025,01,19,38.9,8,2018,08,05,16.8,8,1980,01,03,1978
69271,鳥取県,茶屋（チャヤ）,,2025,01,23,11,00,8.3,4,10,53,4,,,,,,,0,9.3,4,2025,01,19,34.9,8,2020,08,19,15.3,8,1980,01,03,1978
71066,徳島県,池田（イケダ）,,2025,01,23,11,00,9.1,4,10,56,4,,,,,,,0,13.9,4,2025,01,19,37.6,8,2024,08,22,18.8,8,1989,01,19,1978
71087,徳島県,穴吹（アナブキ）,,2025,01,23,11,00,10.8,4,11,00,4,,,,,,,0,14.0,4,2025,01,20,38.4,8,2020,08,17,19.0,8,2002,01,16,2001
71106,徳島県,徳島（トクシマ）,47895,2025,01,23,11,00,11.1,4,10,56,4,,,,,,,0,13.6,4,2025,01,02,38.4,8,1994,07,15,22.5,8,1989,01,19,1891
71191,徳島県,京上（キョウジョウ）,,2025,01,23,11,00,8.7,4,10,59,4,,,,,,,0,12.7,4,2025,01,19,36.1,8,2024,08,03,17.9,8,2020,01,23,1978
71231,徳島県,蒲生田（カモダ）,,2025,01,23,11,00,10.7,4,10,55,4,,,,,,,0,13.1,4,2025,01,02,36.3,8,2013,08,11,18.8,8,1990,01,10,1978
71251,徳島県,木頭（キトウ）,,2025,01,23,11,00,8.8,4,11,00,4,,,,,,,0,14.2,4,2025,01,22,39.0,8,2020,08,18,18.7,8,2020,01,23,1979
71266,徳島県,日和佐（ヒワサ）,,2025,01,23,11,00,14.6,4,10,55,4,,,,,,,0,15.9,4,2025,01,19,38.3,8,2024,08,15,21.1,8,2020,01,08,1976
71291,徳島県,海陽（カイヨウ）,,2025,01,23,11,00,14.2,4,10,50,4,,,,,,,0,15.2,4,2025,01,20,36.9,8,2013,08,23,21.1,8,2024,01,18,2009
72061,香川県,内海（ウチノミ）,,2025,01,23,11,00,10.9,4,10,57,4,,,,,,,0,14.0,4,2025,01,20,38.4,8,2000,08,21,19.4,8,1990,01,10,1978
72086,香川県,高松（タカマツ）,47891,2025,01,23,11,00,11.0,4,10,58,4,,,,,,,0,14.1,4,2025,01,20,38.6,8,2013,08,11,18.9,8,1997,01,01,1941
72111,香川県,多度津（タドツ）,47890,2025,01,23,11,00,9.1,4,10,33,4,,,,,,,0,13.7,4,2025,01,20,38.5,8,1994,07,16,18.7,8,1997,01,01,1892
72121,香川県,滝宮（タキノミヤ）,,2025,01,23,11,00,11.6,4,11,00,4,,,,,,,0,13.7,4,2025,01,20,38.1,8,2024,08,04,18.5,8,1997,01,01,1978
72126,香川県,香南（コウナン）,,2025,01,23,11,00,11.2,4,11,00,4,,,,,,,0,13.0,4,2025,01,20,37.8,8,2018,08,14,16.6,8,2020,01,08,2003
72146,香川県,引田（ヒケタ）,,2025,01,23,11,00,10.0,4,10,45,4,,,,,,,0,13.4,4,2025,01,20,37.1,8,2024,07,29,18.4,8,2020,01,08,1978
72161,香川県,財田（サイタ）,,2025,01,23,11,00,13.0,4,10,52,4,,,,,,,0,13.2,4,2025,01,20,38.4,8,2017,08,06,19.5,8,2020,01,08,1978
73001,愛媛県,大三島（オオミシマ）,,2025,01,23,11,00,11.4,4,11,00,4,,,,,,,0,13.7,4,2025,01,20,38.0,8,1994,07,16,16.0,8,1989,01,08,1978
73076,愛媛県,今治（イマバリ）,,2025,01,23,11,00,11.5,4,10,46,4,,,,,,,0,13.8,4,2025,01,20,37.7,8,2008,08,03,18.0,8,1997,01,01,1976
73126,愛媛県,西条（サイジョウ）,,2025,01,23,11,00,12.5,4,10,52,4,,,,,,,0,14.0,4,2025,01,20,37.9,8,2022,08,15,19.0,8,1989,01,08,1978
73141,愛媛県,新居浜（ニイハマ）,,2025,01,23,11,00,13.1,4,11,00,4,,,,,,,0,13.8,4,2025,01,22,37.9,8,2020,08,16,16.3,8,2020,01,08,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2025,01,23,11,00,13.2,4,10,50,4,,,,,,,1,12.9,4,2025,01,22,38.3,8,2018,07,24,20.3,8,2020,01,08,1978
73166,愛媛県,松山（マツヤマ）,47887,2025,01,23,11,00,12.8,4,10,37,4,,,,,,,0,13.6,4,2025,01,19,37.4,8,2018,08,07,24.4,8,1916,01,09,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2025,01,23,11,00,13.4,4,11,00,4,,,,,,,1,13.1,4,2025,01,20,37.4,8,2020,08,26,19.8,8,2020,01,08,2003
73256,愛媛県,長浜（ナガハマ）,,2025,01,23,11,00,10.1,4,11,00,4,,,,,,,0,12.3,4,2025,01,20,36.3,8,2024,07,19,20.2,8,2024,01,18,1978
73276,愛媛県,久万（クマ）,,2025,01,23,11,00,9.5,4,10,57,4,,,,,,,0,10.6,4,2025,01,22,36.5,8,2020,08,17,17.6,8,1996,01,15,1978
73306,愛媛県,大洲（オオズ）,,2025,01,23,11,00,9.9,4,10,59,4,,,,,,,0,13.6,4,2025,01,22,38.3,8,2020,08,17,21.4,8,2024,01,18,1978
73341,愛媛県,瀬戸（セト）,,2025,01,23,11,00,11.2,4,10,47,4,,,,,,,0,11.3,4,2025,01,22,34.4,8,2023,08,05,18.6,8,2024,01,18,1997
73406,愛媛県,宇和（ウワ）,,2025,01,23,11,00,11.4,4,11,00,4,,,,,,,0,13.3,4,2025,01,19,38.2,8,2018,08,14,20.1,8,2023,01,14,1978
73442,愛媛県,宇和島（ウワジマ）,47892,2025,01,23,11,00,12.9,4,10,57,4,,,,,,,0,14.5,4,2025,01,22,40.2,8,1927,07,22,22.5,8,1988,01,21,1922
73446,愛媛県,近永（チカナガ）,,2025,01,23,11,00,10.8,4,10,55,4,,,,,,,0,14.1,4,2025,01,22,37.6,8,2013,08,12,19.8,8,1996,01,15,1979
73516,愛媛県,御荘（ミショウ）,,2025,01,23,11,00,14.8,4,10,45,4,,,,,,,0,15.3,4,2025,01,20,39.0,8,2020,08,15,21.5,8,2021,01,22,1978
74056,高知県,本川（ホンガワ）,,2025,01,23,11,00,5.6,4,11,00,4,,,,,,,0,9.5,4,2025,01,22,36.5,8,1994,07,11,16.7,8,1989,01,08,1979
74071,高知県,本山（モトヤマ）,,2025,01,23,11,00,8.3,4,11,00,4,,,,,,,0,15.1,4,2025,01,20,38.1,8,2024,08,01,18.8,8,1989,01,08,1977
74136,高知県,大栃（オオドチ）,,2025,01,23,11,00,9.3,4,11,00,4,,,,,,,0,13.2,4,2025,01,22,38.5,8,2020,08,16,19.1,8,1989,01,08,1977
74182,高知県,高知（コウチ）,47893,2025,01,23,11,00,13.0,4,10,59,4,,,,,,,0,16.8,4,2025,01,20,38.4,8,1965,08,22,23.5,8,1969,01,27,1886
74187,高知県,後免（ゴメン）,,2025,01,23,11,00,13.2,4,10,59,4,,,,,,,0,16.2,4,2025,01,20,37.2,8,2024,07,31,21.9,8,1989,01,08,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2025,01,23,11,00,14.5,4,10,46,4,,,,,,,0,16.0,4,2025,01,20,39.4,8,2024,08,16,19.8,8,2023,01,14,2003
74271,高知県,安芸（アキ）,,2025,01,23,11,00,15.6,4,11,00,4,,,,,,,0,15.9,4,2025,01,06,36.5,8,2016,08,21,21.1,8,2008,01,12,1977
74296,高知県,梼原（ユスハラ）,,2025,01,23,11,00,10.1,4,11,00,4,,,,,,,0,12.8,4,2025,01,22,38.7,8,2013,08,12,18.6,8,2024,01,18,1977
74311,高知県,須崎（スサキ）,,2025,01,23,11,00,14.0,4,11,00,4,,,,,,,0,16.0,4,2025,01,20,39.3,8,2006,08,08,21.3,8,1989,01,08,1977
74361,高知県,窪川（クボカワ）,,2025,01,23,11,00,12.3,4,11,00,4,,,,,,,0,15.3,4,2025,01,22,38.8,8,2013,08,11,21.2,8,2020,01,23,1977
74372,高知県,室戸岬（ムロトミサキ）,47899,2025,01,23,11,00,13.3,4,11,00,4,,,,,,,0,13.4,4,2025,01,21,35.0,8,1942,07,30,20.8,8,1957,01,11,1920
74381,高知県,江川崎（エカワサキ）,,2025,01,23,11,00,10.7,4,10,56,4,,,,,,,0,15.3,4,2025,01,22,41.0,8,2013,08,12,21.7,8,2023,01,14,1977
74436,高知県,佐賀（サガ）,,2025,01,23,11,00,15.4,4,10,56,4,,,,,,,0,15.6,4,2025,01,20,38.6,8,2013,07,25,21.6,8,2008,01,12,1977
74447,高知県,宿毛（スクモ）,47897,2025,01,23,11,00,15.2,4,11,00,4,,,,,,,1,15.1,4,2025,01,20,39.5,8,2020,08,15,22.4,8,1969,01,27,1943
74456,高知県,中村（ナカムラ）,,2025,01,23,11,00,13.5,4,10,58,4,,,,,,,0,16.1,4,2025,01,22,39.8,8,2024,08,16,21.4,8,1996,01,15,1976
74516,高知県,清水（シミズ）,47898,2025,01,23,11,00,16.5,4,10,58,4,,,,,,,1,15.5,4,2025,01,06,37.2,8,2024,08,16,22.5,8,2002,01,16,1940
81011,山口県,須佐（スサ）,,2025,01,23,11,00,13.7,4,10,58,4,,,,,,,0,14.1,4,2025,01,19,37.3,8,2023,08,03,19.5,8,2002,01,15,1977
81071,山口県,萩（ハギ）,47754,2025,01,23,11,00,12.8,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,38.3,8,2017,08,06,19.2,8,2023,01,12,1948
81116,山口県,油谷（ユヤ）,,2025,01,23,11,00,13.2,4,10,56,4,,,,,,,0,14.2,4,2025,01,19,36.8,8,2024,08,22,18.6,8,2002,01,15,1977
81151,山口県,徳佐（トクサ）,,2025,01,23,11,00,9.5,4,11,00,4,,,,,,,0,11.7,4,2025,01,22,36.4,8,2021,08,06,16.8,8,2002,01,15,1977
81196,山口県,秋吉台（アキヨシダイ）,,2025,01,23,11,00,10.1,4,10,58,4,,,,,,,0,12.8,4,2025,01,22,35.6,8,2018,07,26,15.9,8,1997,01,01,1977
81231,山口県,広瀬（ヒロセ）,,2025,01,23,11,00,7.8,4,10,59,4,,,,,,,0,15.2,4,2025,01,22,39.0,8,2024,08,15,17.6,8,2002,01,12,1976
81266,山口県,豊田（トヨタ）,,2025,01,23,11,00,9.9,4,11,00,4,,,,,,,0,13.8,4,2025,01,22,36.2,8,2001,08,02,16.8,8,2023,01,12,1977
81286,山口県,山口（ヤマグチ）,47784,2025,01,23,11,00,10.3,4,11,00,4,,,,,,,0,14.5,4,2025,01,22,38.8,8,2024,08,08,19.5,8,1969,01,27,1966
81321,山口県,岩国（イワクニ）,,2025,01,23,11,00,11.5,4,10,52,4,,,,,,,0,14.1,4,2025,01,20,38.3,8,2024,07,30,18.6,8,2002,01,16,1977
81371,山口県,防府（ホウフ）,,2025,01,23,11,00,12.8,4,10,58,4,,,,,,,0,14.5,4,2025,01,20,37.7,8,2013,08,11,18.8,8,1989,01,08,1977
81386,山口県,下松（クダマツ）,,2025,01,23,11,00,12.0,4,10,40,4,,,,,,,0,13.9,4,2025,01,21,37.2,8,2023,08,06,17.9,8,2020,01,08,1977
81397,山口県,玖珂（クガ）,,2025,01,23,11,00,11.2,4,11,00,4,,,,,,,0,13.9,4,2025,01,22,38.1,8,2024,08,15,18.8,8,1989,01,08,1977
81428,山口県,下関（シモノセキ）,47762,2025,01,23,11,00,10.7,4,10,59,4,,,,,,,0,13.9,4,2025,01,22,37.0,8,1960,08,10,19.1,8,1927,01,15,1883
81436,山口県,宇部（ウベ）,,2025,01,23,11,00,10.7,4,10,48,4,,,,,,,0,13.2,4,2025,01,20,37.0,8,2016,08,20,16.6,8,2020,01,07,2001
81481,山口県,柳井（ヤナイ）,,2025,01,23,11,00,12.4,4,10,58,4,,,,,,,0,13.6,4,2025,01,21,36.7,8,2024,08,02,18.8,8,2020,01,08,1977
81486,山口県,安下庄（アゲノショウ）,,2025,01,23,11,00,12.0,4,11,00,4,,,,,,,0,14.1,4,2025,01,22,35.7,8,2023,08,20,19.5,8,2002,01,16,1977
82046,福岡県,宗像（ムナカタ）,,2025,01,23,11,00,13.3,4,10,59,4,,,,,,,0,13.5,4,2025,01,19,38.2,8,2024,08,20,20.4,8,2020,01,07,1977
82056,福岡県,八幡（ヤハタ）,,2025,01,23,11,00,13.4,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,37.6,8,2024,08,20,19.0,8,2020,01,07,1977
82068,福岡県,空港北町（クウコウキタマチ）,,2025,01,23,11,00,9.2,4,10,46,4,,,,,,,0,13.0,4,2025,01,21,36.4,8,2016,08,10,18.7,8,2020,01,08,2006
82101,福岡県,行橋（ユクハシ）,,2025,01,23,11,00,11.4,4,11,00,4,,,,,,,0,13.9,4,2025,01,22,38.5,8,2013,08,11,20.1,8,2020,01,08,1977
82136,福岡県,飯塚（イイヅカ）,47809,2025,01,23,11,00,11.3,4,10,59,4,,,,,,,0,14.2,4,2025,01,22,38.3,8,2020,08,20,20.8,8,1969,01,27,1935
82171,福岡県,前原（マエバル）,,2025,01,23,11,00,13.0,4,11,00,4,,,,,,,0,14.1,4,2025,01,19,38.9,8,2017,08,05,20.4,8,2017,01,29,1977
82182,福岡県,福岡（フクオカ）,47807,2025,01,23,11,00,13.5,4,11,00,4,,,,,,,0,14.2,4,2025,01,19,38.3,8,2018,07,20,21.5,8,1908,01,19,1890
82186,福岡県,博多（ハカタ）,,2025,01,23,11,00,13.3,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,38.2,8,2024,08,21,20.4,8,2021,01,22,2003
82191,福岡県,太宰府（ダザイフ）,,2025,01,23,11,00,13.2,4,10,58,4,,,,,,,0,14.3,4,2025,01,19,39.3,8,2024,08,02,19.6,8,1980,01,27,1977
82206,福岡県,添田（ソエダ）,,2025,01,23,11,00,12.8,4,11,00,4,,,,,,,0,13.4,4,2025,01,19,37.8,8,2018,08,14,20.4,8,2020,01,07,1977
82261,福岡県,朝倉（アサクラ）,,2025,01,23,11,00,12.0,4,10,55,4,,,,,,,0,14.5,4,2025,01,19,38.8,8,1994,07,16,19.8,8,2020,01,08,1977
82306,福岡県,久留米（クルメ）,,2025,01,23,11,00,11.9,4,11,00,4,,,,,,,0,14.2,4,2025,01,19,39.5,8,2024,08,05,20.0,8,1980,01,27,1977
82317,福岡県,黒木（クロギ）,,2025,01,23,11,00,12.5,4,10,57,4,,,,,,,0,13.1,4,2025,01,22,39.2,8,1994,07,16,20.9,8,1980,01,27,1977
82361,福岡県,大牟田（オオムタ）,,2025,01,23,11,00,10.7,4,10,55,4,,,,,,,0,14.4,4,2025,01,19,38.1,8,2024,08,04,20.5,8,2020,01,23,1977
83021,大分県,国見（クニミ）,,2025,01,23,11,00,10.6,4,10,53,4,,,,,,,0,12.4,4,2025,01,02,37.3,8,2013,08,10,20.1,8,1997,01,01,1977
83051,大分県,中津（ナカツ）,,2025,01,23,11,00,11.1,4,10,40,4,,,,,,,0,14.1,4,2025,01,20,37.9,8,2013,07,25,19.4,8,2020,01,07,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2025,01,23,11,00,10.4,4,10,55,4,,,,,,,0,13.8,4,2025,01,22,37.7,8,2024,08,23,19.6,8,2024,01,18,1977
83106,大分県,院内（インナイ）,,2025,01,23,11,00,10.4,4,11,00,4,,,,,,,0,14.3,4,2025,01,22,37.8,8,2015,07,31,21.8,8,2020,01,07,1977
83121,大分県,杵築（キツキ）,,2025,01,23,11,00,13.4,4,10,57,4,,,,,,,0,14.7,4,2025,01,22,37.4,8,2020,08,18,19.4,8,2002,01,16,1978
83126,大分県,武蔵（ムサシ）,,2025,01,23,11,00,11.5,4,10,07,4,,,,,,,0,14.1,4,2025,01,20,36.3,8,2020,08,16,18.4,8,2020,01,07,2003
83137,大分県,日田（ヒタ）,47814,2025,01,23,11,00,8.5,4,10,58,4,,,,,,,0,14.4,4,2025,01,19,39.9,8,2018,08,13,21.5,8,1957,01,26,1942
83191,大分県,玖珠（クス）,,2025,01,23,11,00,9.7,4,11,00,4,,,,,,,0,13.5,4,2025,01,19,38.8,8,1994,07,18,19.4,8,1996,01,15,1977
83201,大分県,湯布院（ユフイン）,,2025,01,23,11,00,10.5,4,11,00,4,,,,,,,0,13.5,4,2025,01,22,35.9,8,2013,08,10,19.6,8,1996,01,15,1977
83216,大分県,大分（オオイタ）,47815,2025,01,23,11,00,11.1,4,10,55,4,,,,,,,0,14.8,4,2025,01,20,37.8,8,2013,07,24,24.6,8,1916,01,09,1887
83341,大分県,犬飼（イヌカイ）,,2025,01,23,11,00,7.7,4,10,57,4,,,,,,,0,15.6,4,2025,01,20,39.2,8,2024,07,30,21.5,8,2020,01,07,1977
83371,大分県,竹田（タケタ）,,2025,01,23,11,00,10.3,4,10,57,4,,,,,,,0,14.3,4,2025,01,02,38.1,8,2024,08,01,20.8,8,2021,01,22,1977
83401,大分県,佐伯（サイキ）,,2025,01,23,11,00,11.3,4,11,00,4,,,,,,,0,15.6,4,2025,01,20,36.6,8,2024,08,23,21.5,8,1989,01,19,1977
83431,大分県,宇目（ウメ）,,2025,01,23,11,00,12.0,4,11,00,4,,,,,,,0,15.7,4,2025,01,19,38.1,8,2013,08,10,21.7,8,2021,01,22,1977
83476,大分県,蒲江（カマエ）,,2025,01,23,11,00,15.6,4,10,57,4,,,,,,,0,15.7,4,2025,01,20,38.3,8,2020,08,18,21.0,8,2023,01,14,1977
84012,長崎県,鰐浦（ワニウラ）,,2025,01,23,11,00,12.6,4,10,57,4,,,,,,,0,12.9,4,2025,01,22,36.0,8,2013,08,19,19.9,8,2020,01,07,1995
84072,長崎県,厳原（イヅハラ）,47800,2025,01,23,11,00,12.9,4,11,00,4,,,,,,,0,13.7,4,2025,01,22,36.9,8,2018,07,26,19.8,8,1946,01,24,1886
84076,長崎県,美津島（ミツシマ）,,2025,01,23,11,00,12.6,4,10,58,4,,,,,,,0,13.5,4,2025,01,22,35.7,8,2013,08,10,19.6,8,2020,01,07,2003
84121,長崎県,芦辺（アシベ）,,2025,01,23,11,00,12.6,4,10,47,4,,,,,,,0,12.8,4,2025,01,22,35.0,8,2024,08,08,18.6,8,2002,01,15,1977
84122,長崎県,石田（イシダ）,,2025,01,23,11,00,13.2,4,11,00,4,,,,,,,0,13.7,4,2025,01,19,35.0,8,2016,08,13,19.0,8,2020,01,07,2003
84171,長崎県,平戸（ヒラド）,47805,2025,01,23,11,00,14.4,4,10,58,4,,,,,,,1,13.4,4,2025,01,22,35.1,8,1960,08,07,18.7,8,1953,01,10,1940
84183,長崎県,松浦（マツウラ）,,2025,01,23,11,00,12.9,4,10,55,4,,,,,,,0,14.1,4,2025,01,19,37.0,8,2024,07,25,20.0,8,2020,01,07,2011
84266,長崎県,佐世保（サセボ）,47812,2025,01,23,11,00,11.9,4,10,38,4,,,,,,,0,14.3,4,2025,01,19,38.1,8,2023,08,06,20.3,8,2020,01,07,1946
84306,長崎県,西海（サイカイ）,,2025,01,23,11,00,13.9,4,10,50,4,,,,,,,0,14.3,4,2025,01,22,38.0,8,2023,08,06,19.0,8,2023,01,13,2021
84341,長崎県,有川（アリカワ）,,2025,01,23,11,00,14.2,4,10,45,4,,,,,,,0,14.5,4,2025,01,14,36.8,8,2024,08,04,20.4,8,2017,01,29,1977
84371,長崎県,大村（オオムラ）,,2025,01,23,11,00,10.2,4,10,31,4,,,,,,,0,13.8,4,2025,01,19,38.7,8,2018,08,12,20.3,8,2020,01,07,1996
84496,長崎県,長崎（ナガサキ）,47817,2025,01,23,11,00,11.3,4,11,00,4,,,,,,,0,14.6,4,2025,01,22,37.7,8,2013,08,18,21.3,8,1908,01,19,1878
84519,長崎県,雲仙岳（ウンゼンダケ）,47818,2025,01,23,11,00,10.3,4,10,49,4,,,,,,,0,10.4,4,2025,01,22,33.2,8,2017,08,02,17.3,8,1980,01,28,1924
84523,長崎県,島原（シマバラ）,,2025,01,23,11,00,12.0,4,11,00,4,,,,,,,0,13.8,4,2025,01,22,39.2,8,2024,08,04,20.1,8,2017,01,29,2006
84536,長崎県,福江（フクエ）,47843,2025,01,23,11,00,13.8,4,10,33,4,,,,,,,0,15.0,4,2025,01,14,35.9,8,2013,08,19,21.0,8,2017,01,29,1962
84537,長崎県,上大津（カミオオヅ）,,2025,01,23,11,00,12.7,4,11,00,4,,,,,,,0,14.4,4,2025,01,19,36.9,8,2013,08,19,20.3,8,2017,01,29,2003
84561,長崎県,口之津（クチノツ）,,2025,01,23,11,00,11.7,4,10,58,4,,,,,,,0,14.4,4,2025,01,06,38.8,8,2009,08,07,21.0,8,2017,01,29,1976
84597,長崎県,脇岬（ワキミサキ）,,2025,01,23,11,00,12.7,4,10,58,4,,,,,,,0,14.3,4,2025,01,20,36.2,8,2023,08,05,19.1,8,2023,01,13,2021
85033,佐賀県,唐津（カラツ）,,2025,01,23,11,00,13.9,4,10,54,4,,,,,,,0,14.8,4,2025,01,19,37.3,8,2024,08,02,19.5,8,2021,01,22,2010
85116,佐賀県,伊万里（イマリ）,,2025,01,23,11,00,12.9,4,10,59,4,,,,,,,0,14.4,4,2025,01,19,37.8,8,2018,08,14,19.8,8,2002,01,15,1977
85142,佐賀県,佐賀（サガ）,47813,2025,01,23,11,00,11.0,4,11,00,4,,,,,,,0,14.1,4,2025,01,21,39.6,8,1994,07,16,21.1,8,1911,01,30,1890
85161,佐賀県,嬉野（ウレシノ）,,2025,01,23,11,00,11.3,4,11,00,4,,,,,,,0,13.4,4,2025,01,22,39.0,8,2018,08,13,19.5,8,2020,01,23,1977
85166,佐賀県,白石（シロイシ）,,2025,01,23,11,00,10.5,4,11,00,4,,,,,,,0,14.1,4,2025,01,21,39.0,8,1994,07,16,20.3,8,2020,01,07,1977
85176,佐賀県,川副（カワソエ）,,2025,01,23,11,00,10.5,4,11,00,4,,,,,,,0,11.6,4,2025,01,20,37.1,8,2018,08,07,17.5,8,2020,01,07,2003
86006,熊本県,鹿北（カホク）,,2025,01,23,11,00,13.1,4,11,00,4,,,,,,,0,14.5,4,2025,01,22,37.3,8,2024,08,24,22.0,8,1980,01,27,1977
86066,熊本県,南小国（ミナミオグニ）,,2025,01,23,11,00,9.8,4,10,59,4,,,,,,,0,12.7,4,2025,01,19,36.5,8,2020,08,19,18.8,8,2021,01,22,1977
86086,熊本県,岱明（タイメイ）,,2025,01,23,11,00,10.8,4,10,52,4,,,,,,,0,13.7,4,2025,01,19,38.4,8,2024,08,04,20.0,8,2020,01,23,1977
86101,熊本県,菊池（キクチ）,,2025,01,23,11,00,10.4,4,10,56,4,,,,,,,0,14.9,4,2025,01,22,38.8,8,2018,07,19,20.8,8,2020,01,23,1977
86111,熊本県,阿蘇乙姫（アソオトヒメ）,,2025,01,23,11,00,8.6,4,11,00,4,,,,,,,0,12.6,4,2025,01,22,34.9,8,2016,08,11,17.6,8,2023,01,14,1978
86141,熊本県,熊本（クマモト）,47819,2025,01,23,11,00,11.8,4,10,58,4,,,,,,,0,14.7,4,2025,01,22,38.8,8,2024,08,04,22.5,8,1911,01,30,1890
86146,熊本県,益城（マシキ）,,2025,01,23,11,00,12.0,4,10,54,4,,,,,,,0,13.6,4,2025,01,19,37.3,8,2016,08,23,20.4,8,2020,01,23,2003
86157,熊本県,南阿蘇（ミナミアソ）,,2025,01,23,11,00,9.7,4,10,52,4,,,,,,,0,13.1,4,2025,01,22,36.4,8,2024,08,03,19.2,8,2020,01,07,2015
86161,熊本県,高森（タカモリ）,,2025,01,23,11,00,10.1,4,10,55,4,,,,,,,0,12.0,4,2025,01,22,35.0,8,2024,08,03,18.8,8,1996,01,15,1977
86216,熊本県,三角（ミスミ）,,2025,01,23,11,00,10.5,4,11,00,4,,,,,,,0,14.5,4,2025,01,19,38.4,8,2024,08,09,20.8,8,2020,01,23,1977
86236,熊本県,甲佐（コウサ）,,2025,01,23,11,00,10.3,4,11,00,4,,,,,,,0,14.9,4,2025,01,22,38.9,8,2024,08,24,22.0,8,2020,01,27,1977
86271,熊本県,松島（マツシマ）,,2025,01,23,11,00,10.1,4,11,00,4,,,,,,,0,14.5,4,2025,01,19,37.4,8,2024,07,25,21.3,8,2017,01,29,1977
86316,熊本県,本渡（ホンド）,,2025,01,23,11,00,11.1,4,10,58,4,,,,,,,0,14.6,4,2025,01,19,38.1,8,2024,08,04,22.0,8,2017,01,29,1977
86336,熊本県,八代（ヤツシロ）,,2025,01,23,11,00,11.7,4,10,54,4,,,,,,,0,14.9,4,2025,01,19,38.7,8,2024,08,20,23.7,8,2020,01,27,1977
86451,熊本県,水俣（ミナマタ）,,2025,01,23,11,00,12.5,4,10,57,4,,,,,,,0,14.3,4,2025,01,20,38.1,8,2018,08,13,22.3,8,2017,01,29,1977
86467,熊本県,人吉（ヒトヨシ）,47824,2025,01,23,11,00,7.6,4,10,55,4,,,,,,,0,15.7,4,2025,01,19,38.2,8,2024,08,04,22.3,8,1969,01,27,1943
86477,熊本県,上（ウエ）,,2025,01,23,11,00,8.9,4,10,50,4,,,,,,,0,16.1,4,2025,01,19,38.4,8,2024,08,04,20.2,8,2020,01,27,1977
86491,熊本県,牛深（ウシブカ）,47838,2025,01,23,11,00,13.8,4,10,59,4,,,,,,,0,15.0,4,2025,01,20,39.6,8,2013,08,20,21.8,8,1988,01,21,1949
87041,宮崎県,高千穂（タカチホ）,,2025,01,23,11,00,9.8,4,11,00,4,,,,,,,0,15.9,4,2025,01,22,37.4,8,2024,08,03,20.4,8,2021,01,22,1977
87066,宮崎県,古江（フルエ）,,2025,01,23,11,00,16.1,4,10,45,4,,,,,,,1,15.9,4,2025,01,20,38.9,8,2004,07,29,21.1,8,2024,01,18,1977
